FAC_STATE,FAC_COUNTY
GA,JENKINS 
GA,JENKINS COUNTY
GA,JOHNSON
GA,JOHNSON COUNTY
GA,JONES
GA,JONES COUNTY
GA,KENT COUNTY
GA,LAMAR
GA,LAMAR COUNTY
GA,LANIER
GA,LANIER COUNTY
GA,LAURENS
GA,LAURENS COUNTY
GA,LEE
GA,LEE COUNTY
GA,LIBERTY
GA,LIBERTY COUNTY
GA,LINCOLN
GA,LINCOLN COUNTY
GA,LONG
GA,LONG COUNTY
GA,LOWNDES
GA,LOWNDES COUNTY
GA,LUMPKIN
GA,LUMPKIN COUNTY
GA,MACON
GA,MACON COUNTY
GA,MADISON
GA,MADISON COUNTY
GA,MARION
GA,MARION COUNTY
GA,MC DUFFIE
GA,MC INTOSH
GA,MCDUFFIE
GA,MCDUFFIE COUNTY
GA,MCINTOSH
GA,MCINTOSH COUNTY
GA,MERIWETHER
GA,MERIWETHER COUNTY
GA,MILLER
GA,MILLER COUNTY
GA,MITCHELL
GA,MITCHELL COUNTY
GA,MOBILE
GA,MONROE
GA,MONROE COUNTY
GA,MONTGOMERY
GA,MONTGOMERY COUNTY
GA,MORGAN
GA,MORGAN COUNTY
GA,MURRAY
GA,MURRAY COUNTY
GA,MUSCOGEE
GA,MUSCOGEE COUNTY
GA,NEWTON
GA,NEWTON COUNTY
GA,NORFOLK CITY
GA,OCONEE
GA,OCONEE COUNTY
GA,OGLETHORPE
GA,OGLETHORPE COUNTY
GA,PAULDING
GA,PAULDING COUNTY
GA,PEACH
GA,PEACH COUNTY
GA,PICKENS
GA,PICKENS COUNTY
GA,PIERCE
GA,PIERCE COUNTY
GA,PIKE
GA,PIKE COUNTY
GA,POLK
GA,POLK COUNTY
GA,PORTABLE SOURCE
GA,PULASKI
GA,PULASKI COUNTY
GA,PUTMAN
GA,PUTNAM
GA,PUTNAM COUNTY
GA,QUITMAN
GA,QUITMAN COUNTY
GA,RABUN
GA,RABUN COUNTY
GA,RANDOLPH
GA,RANDOLPH COUNTY
GA,RICHMOND
GA,RICHMOND COUNTY
GA,ROCKDALE
GA,ROCKDALE COUNTY
GA,SCHLEY
GA,SCHLEY COUNTY
GA,SCREVEN
GA,SCREVEN COUNTY
GA,SEMINOLE
GA,SEMINOLE COUNTY
GA,SPALDING
GA,SPALDING COUNTY
GA,ST. LOUIS COUNTY
GA,ST. TAMMANY 
GA,STEPHENS
GA,STEPHENS COUNTY
GA,STEWART
GA,STEWART COUNTY
GA,SUMTER
GA,SUMTER COUNTY
GA,TALBOT
GA,TALBOT COUNTY
GA,TALIAFERRO
GA,TALIAFERRO COUNTY
GA,TATTNALL 
GA,TATTNALL COUNTY
GA,TAYLOR
GA,TAYLOR COUNTY
GA,TELFAIR
GA,TELFAIR COUNTY
GA,TERRELL 
GA,TERRELL COUNTY
GA,THOMAS
GA,THOMAS COUNTY
GA,TIFT
GA,TIFT COUNTY
GA,TOOMBS
GA,TOOMBS COUNTY
GA,TOWNS
GA,TOWNS COUNTY
GA,TRAVIS COUNTY
GA,TREUTLEN 
GA,TREUTLEN COUNTY
GA,TROUP
GA,TROUP COUNTY
GA,TURNER
GA,TURNER COUNTY
GA,TWIGGS
GA,TWIGGS COUNTY
GA,UNION
GA,UNION COUNTY
GA,UPSON
GA,UPSON COUNTY
GA,WALKER
GA,WALKER COUNTY
GA,WALTON
GA,WALTON COUNTY
GA,WARE
GA,WARE COUNTY
GA,WARREN
GA,WARREN COUNTY
GA,WASHINGTON
GA,WASHINGTON COUNTY
GA,WAYNE
GA,WAYNE COUNTY
GA,WEBSTER
GA,WEBSTER COUNTY
GA,WHEELER
GA,WHEELER COUNTY
GA,WHITE
GA,WHITE COUNTY
GA,WHITFIELD
GA,WHITFIELD COUNTY
GA,WILCOX
GA,WILCOX COUNTY
GA,WILKES
GA,WILKES COUNTY
GA,WILKINSON
GA,WILKINSON COUNTY
GA,WILLIAMSON COUNTY
GA,WORTH
GA,WORTH COUNTY
GA,YELL
GB,BARTOW COUNTY
GB,CHEROKEE COUNTY
GB,COBB COUNTY
GB,COLUMBIA COUNTY
GB,FORSYTH COUNTY
GB,PAULDING COUNTY
GB,WHITFIELD COUNTY
GE,LAFOURCHE
GE,UNION COUNTY
GM,EDDY 
GM,FORT BEND 
GM,HARRIS 
GM,HARRIS COUNTY
GM,MAUI COUNTY
GU,COBB COUNTY
GU,GUAM
GU,MILITARY
HI,HAWAII
HI,HAWAII COUNTY
HI,HONOLULU
HI,HONOLULU COUNTY
HI,KALAWAO
HI,KAUAI
HI,KAUAI COUNTY
HI,MAUI
HI,MAUI COUNTY
HI,OAHU
HI,PORTABLE SOURCE
HI,WARREN
IA,ADAIR
IA,ADAIR COUNTY
IA,ADAMS
IA,ALLAMAKEE
IA,ALLAMAKEE COUNTY
IA,APPANOOSE
IA,APPANOOSE COUNTY
IA,AUDUBON
IA,AUDUBON COUNTY
IA,BENTON
IA,BENTON COUNTY
IA,BLACK HAWK
IA,BLACK HAWK COUNTY
IA,BLACKHAWK
IA,BOONE
IA,BOONE COUNTY
IA,BREMER
IA,BREMER COUNTY
IA,BROWN 
IA,BUCHANAN
IA,BUCHANAN COUNTY
IA,BUENA VISTA
IA,BUENA VISTA COUNTY
IA,BUTLER
IA,CALHOUN
IA,CALHOUN COUNTY
IA,CARROLL
IA,CARROLL COUNTY
IA,CASS
IA,CASS COUNTY
IA,CEDAR
IA,CEDAR COUNTY
IA,CERRO GORDO
IA,CERRO GORDO COUNTY
IA,CHEROKEE
IA,CHEROKEE COUNTY
IA,CHICKASAW
IA,CHICKASAW COUNTY
IA,CLARKE
IA,CLARKE COUNTY
IA,CLAY
IA,CLAY COUNTY
IA,CLAYTON
IA,CLAYTON COUNTY
IA,CLINTON
IA,CLINTON COUNTY
IA,CRAWFORD
IA,CRAWFORD COUNTY
IA,DALLAS
IA,DALLAS COUNTY
IA,DAVIS
IA,DAVIS COUNTY
IA,DECATUR
IA,DECATUR COUNTY
IA,DELAWARE
IA,DELAWARE COUNTY
IA,DES MOINES
IA,DES MOINES COUNTY
IA,DICKINSON
IA,DICKINSON COUNTY
IA,DOUGLAS 
IA,DUBUQUE
IA,DUBUQUE COUNTY
IA,EMMET
IA,EMMET COUNTY
IA,FAYETTE
IA,FAYETTE COUNTY
IA,FLOYD
IA,FLOYD COUNTY
IA,FRANKLIN
IA,FRANKLIN COUNTY
IA,FREMONT
IA,GREENE
IA,GREENE COUNTY
IA,GRUNDY
IA,GRUNDY COUNTY
IA,GUTHRIE
IA,GUTHRIE COUNTY
IA,HAMILTON
IA,HAMILTON COUNTY
IA,HANCOCK
IA,HANCOCK COUNTY
IA,HARDIN
IA,HARDIN COUNTY
IA,HARRISON
IA,HARRISON COUNTY
IA,HENRY
IA,HENRY COUNTY
IA,HOWARD
IA,HOWARD COUNTY
IA,HUMBOLDT
IA,HUMBOLDT COUNTY
IA,IDA
IA,IDA COUNTY
IA,IOWA
IA,IOWA COUNTY
IA,JACKSON
IA,JACKSON COUNTY
IA,JASPER
IA,JASPER COUNTY
IA,JEFFERSON
IA,JOHNSON
IA,JOHNSON COUNTY
IA,JONES
IA,KEOKUK
IA,KOSSUTH
IA,KOSSUTH COUNTY
IA,LANCASTER 
IA,LEE
IA,LEE COUNTY
IA,LINN
IA,LINN COUNTY
IA,LOUISA
IA,LOUISA COUNTY
IA,LUCAS
IA,LYON
IA,LYON COUNTY
IA,MADISON
IA,MADISON COUNTY
IA,MAHASKA
IA,MAHASKA COUNTY
IA,MARION
IA,MARION COUNTY
IA,MARSHALL
IA,MARSHALL COUNTY
IA,MILLS
IA,MILLS COUNTY
IA,MINNEHAHA
IA,MITCHELL
IA,MITCHELL COUNTY
IA,MONONA
IA,MONONA COUNTY
IA,MONROE
IA,MONTGOMERY
IA,MONTGOMERY COUNTY
IA,MUSCATINE
IA,MUSCATINE COUNTY
IA,O BRIEN
IA,O'BRIEN
IA,O'BRIEN COUNTY
IA,OBRIEN
IA,OSCEOLA
IA,OSCEOLA COUNTY
IA,PAGE
IA,PAGE COUNTY
IA,PALO ALTO
IA,PALO ALTO COUNTY
IA,PLYMOUTH
IA,PLYMOUTH COUNTY
IA,POCAHONTAS
IA,POCAHONTAS COUNTY
IA,POLK
IA,POLK COUNTY
IA,PORTABLE SOURCE
IA,POTTAWATTAMIE
IA,POTTAWATTAMIE COUNTY
IA,POWESHIEK
IA,POWESHIEK COUNTY
IA,RINGGOLD
IA,RINGGOLD COUNTY
IA,SAC
IA,SAC COUNTY
IA,SCOTT
IA,SCOTT COUNTY
IA,SHELBY
IA,SHELBY COUNTY
IA,SIOUX
IA,SIOUX COUNTY
IA,STORY
IA,STORY COUNTY
IA,TAMA
IA,TAMA COUNTY
IA,TAYLOR
IA,TAYLOR COUNTY
IA,TULSA 
IA,UNDETERMINED
IA,UNION
IA,UNION COUNTY
IA,UNKNOWN
IA,VAN BUREN
IA,VAN BUREN COUNTY
IA,WAPELLO
IA,WARREN
IA,WARREN COUNTY
IA,WASHINGTON
IA,WASHINGTON COUNTY
IA,WAYNE
IA,WAYNE COUNTY
IA,WEBSTER
IA,WEBSTER COUNTY
IA,WINNEBAGO
IA,WINNEBAGO COUNTY
IA,WINNESHIEK
IA,WINNESHIEK COUNTY
IA,WOODBURY
IA,WOODBURY COUNTY
IA,WORTH
IA,WORTH COUNTY
IA,WRIGHT
IA,WRIGHT COUNTY
ID,ADA
ID,ADA COUNTY
ID,ADAMS
ID,ADAMS COUNTY
ID,BANNOCK
ID,BANNOCK COUNTY
ID,BEAR LAKE
ID,BEAR LAKE COUNTY
ID,BENEWAH
ID,BENEWAH COUNTY
ID,BINGHAM
ID,BINGHAM COUNTY
ID,BLAINE
ID,BLAINE COUNTY
ID,BOISE
ID,BOISE COUNTY
ID,BONNER
ID,BONNER COUNTY
ID,BONNEVILLE
ID,BONNEVILLE COUNTY
ID,BOUNDARY
ID,BOUNDARY COUNTY
ID,BUTTE
ID,BUTTE COUNTY
ID,CAMAS
ID,CAMAS COUNTY
ID,CANYON
ID,CANYON COUNTY
ID,CARIBOU
ID,CARIBOU COUNTY
ID,CASSIA
ID,CASSIA COUNTY
ID,CLARK
ID,CLARK COUNTY
ID,CLEARWATER
ID,CLEARWATER COUNTY
ID,CUSTER
ID,CUSTER COUNTY
ID,EFFINGHAM
ID,ELMORE
ID,ELMORE COUNTY
ID,FRANKLIN
ID,FRANKLIN COUNTY
ID,FREMONT
ID,FREMONT COUNTY
ID,GEM
ID,GEM COUNTY
ID,GOODING
ID,GOODING COUNTY
ID,IDAHO
ID,IDAHO COUNTY
ID,JEFFERSON
ID,JEFFERSON COUNTY
ID,JEROME
ID,JEROME COUNTY
ID,KOOTENAI
ID,KOOTENAI COUNTY
ID,LATAH
ID,LATAH COUNTY
ID,LEMHI
ID,LEMHI COUNTY
ID,LEWIS
ID,LEWIS COUNTY
ID,LINCOLN
ID,MADISON
ID,MADISON COUNTY
ID,MINIDOKA
ID,MINIDOKA COUNTY
ID,NEZ PERCE
ID,NEZ PERCE COUNTY
ID,ONEIDA
ID,OWYHEE
ID,OWYHEE COUNTY
ID,PAYETTE
ID,PAYETTE COUNTY
ID,PORTABLE SOURCE
ID,POWER
ID,POWER COUNTY
ID,SALT LAKE COUNTY
ID,SHOSHONE
ID,SHOSHONE COUNTY
ID,TETON
ID,TETON COUNTY
ID,TWIN FALLS
ID,TWIN FALLS COUNTY
ID,VALLEY
ID,VALLEY COUNTY
ID,WASHINGTON
ID,WASHINGTON COUNTY
ID,WEBER
ID,WEBER COUNTY
IL,ADAMS
IL,ADAMS COUNTY
IL,ALEXANDER
IL,ALEXANDER COUNTY
IL,ANNE ARUNDEL
IL,BOND
IL,BOND COUNTY
IL,BOONE
IL,BOONE COUNTY
IL,BROWN
IL,BROWN COUNTY
IL,BUREAU
IL,BUREAU COUNTY
IL,CALHOUN
IL,CALHOUN COUNTY
IL,CARROLL
IL,CARROLL COUNTY
IL,CASS
IL,CASS COUNTY
IL,CHAMPAIGN
IL,CHAMPAIGN COUNTY
IL,CHRISTIAN
IL,CHRISTIAN COUNTY
IL,CLARK
IL,CLARK COUNTY
IL,CLAY
IL,CLAY COUNTY
IL,CLINTON
IL,CLINTON COUNTY
IL,COLES
IL,COLES COUNTY
IL,COOK
IL,COOK COUNTY
IL,CRAWFORD
IL,CRAWFORD COUNTY
IL,CUMBERLAND
IL,CUMBERLAND COUNTY
IL,DE KALB
IL,DE WITT
IL,DE WITT COUNTY
IL,DEKALB
IL,DEKALB COUNTY
IL,DEWITT
IL,DOUGLAS
IL,DOUGLAS COUNTY
IL,DU PAGE
IL,DU PAGE COUNTY
IL,DUPAGE
IL,DUPAGE COUNTY
IL,EDGAR
IL,EDGAR COUNTY
IL,EDWARDS
IL,EDWARDS COUNTY
IL,EFFINGHAM
IL,EFFINGHAM COUNTY
IL,ELKO COUNTY
IL,FAYETTE
IL,FAYETTE COUNTY
IL,FORD
IL,FORD COUNTY
IL,FRANKLIN
IL,FRANKLIN COUNTY
IL,FULTON
IL,FULTON COUNTY
IL,GALLATIN
IL,GREENE
IL,GREENE COUNTY
IL,GRUNDY
IL,GRUNDY COUNTY
IL,HAMILTON
IL,HAMILTON COUNTY
IL,HANCOCK
IL,HANCOCK COUNTY
IL,HARDIN
IL,HARDIN COUNTY
IL,HENDERSON
IL,HENDERSON COUNTY
IL,HENRY
IL,HENRY COUNTY
IL,IROQUOIS
IL,IROQUOIS COUNTY
IL,JACKSON
IL,JACKSON COUNTY
IL,JASPER
IL,JASPER COUNTY
IL,JEFFERSON
IL,JEFFERSON COUNTY
IL,JERSEY
IL,JERSEY COUNTY
IL,JO DAVIESS
IL,JO DAVIESS COUNTY
IL,JODAVIESS
IL,JOHNSON
IL,JOHNSON COUNTY
IL,KANE
IL,KANE COUNTY
IL,KANKAKEE
IL,KANKAKEE COUNTY
IL,KENDALL
IL,KENDALL COUNTY
IL,KNOX
IL,KNOX COUNTY
IL,LA SALLE
IL,LAKE
IL,LAKE COUNTY
IL,LASALLE
IL,LASALLE COUNTY
IL,LAWRENCE
IL,LAWRENCE COUNTY
IL,LEE
IL,LEE COUNTY
IL,LIVINGSTON
IL,LIVINGSTON COUNTY
IL,LOGAN
IL,LOGAN COUNTY
IL,MACON
IL,MACON COUNTY
IL,MACOUPIN
IL,MACOUPIN COUNTY
IL,MADISON
IL,MADISON COUNTY
IL,MARION
IL,MARION COUNTY
IL,MARSHALL
IL,MARSHALL COUNTY
IL,MASON
IL,MASON COUNTY
IL,MASSAC
IL,MASSAC COUNTY
IL,MC DONOUGH
IL,MC HENRY
IL,MC LEAN
IL,MCDONOUGH
IL,MCDONOUGH COUNTY
IL,MCDOWELL
IL,MCHENRY
IL,MCHENRY COUNTY
IL,MCLEAN
IL,MCLEAN COUNTY
IL,MENARD
IL,MENARD COUNTY
IL,MERCER
IL,MERCER COUNTY
IL,MILWAUKEE 
IL,MONROE
IL,MONROE COUNTY
IL,MONTGOMERY
IL,MONTGOMERY COUNTY
IL,MORGAN
IL,MORGAN COUNTY
IL,MOULTRIE
IL,MOULTRIE COUNTY
IL,OGLE
IL,OGLE COUNTY
IL,OUT-OF-STATE
IL,PEORIA
IL,PEORIA COUNTY
IL,PERRY
IL,PERRY COUNTY
IL,PIATT
IL,PIATT COUNTY
IL,PIKE
IL,PIKE COUNTY
IL,POPE
IL,POPE COUNTY
IL,PULASKI
IL,PULASKI COUNTY
IL,PUTNAM
IL,PUTNAM COUNTY
IL,RANDOLPH
IL,RANDOLPH COUNTY
IL,RICHLAND
IL,RICHLAND COUNTY
IL,ROCK ISLAND
IL,ROCK ISLAND COUNTY
IL,SAINT CLAIR
IL,SALINE
IL,SALINE COUNTY
IL,SANGAMON
IL,SANGAMON COUNTY
IL,SCHUYLER
IL,SCHUYLER COUNTY
IL,SCOTT
IL,SCOTT COUNTY
IL,SHEBOYGAN
IL,SHELBY
IL,SHELBY COUNTY
IL,ST CLAIR
IL,ST CLAIR COUNTY
IL,ST. CLAIR
IL,ST. CLAIR COUNTY
IL,STARK
IL,STARK COUNTY
IL,STEPHENSON
IL,STEPHENSON COUNTY
IL,TAZEWELL
IL,TAZEWELL COUNTY
IL,UNION
IL,UNION COUNTY
IL,UNKNOWN
IL,VERMILION
IL,VERMILION COUNTY
IL,VERMILLION
IL,WABASH
IL,WABASH COUNTY
IL,WARREN
IL,WARREN COUNTY
IL,WASHINGTON
IL,WASHINGTON COUNTY
IL,WASHTENAW COUNTY
IL,WAYNE
IL,WAYNE COUNTY
IL,WHITE
IL,WHITE COUNTY
IL,WHITESIDE
IL,WHITESIDE COUNTY
IL,WILL
IL,WILL COUNTY
IL,WILLIAMSON
IL,WILLIAMSON COUNTY
IL,WINNEBAGO
IL,WINNEBAGO COUNTY
IL,WOODFORD
IL,WOODFORD COUNTY
IL,WYANDOTTE
IN,ADAMS
IN,ADAMS COUNTY
IN,ALLEN
IN,ALLEN COUNTY
IN,BARTHOLOMEW
IN,BARTHOLOMEW COUNTY
IN,BENTON
IN,BENTON COUNTY
IN,BLACKFORD
IN,BLACKFORD COUNTY
IN,BOONE
IN,BOONE COUNTY
IN,BROWN
IN,CARROLL
IN,CARROLL COUNTY
IN,CASS
IN,CASS COUNTY
IN,CHAMPAIGN
IN,CLARK
IN,CLARK COUNTY
IN,CLAY
IN,CLAY COUNTY
IN,CLINTON
IN,CLINTON COUNTY
IN,CRAWFORD
IN,CRAWFORD COUNTY
IN,DAVIESS
IN,DAVIESS COUNTY
IN,DE KALB
IN,DEARBORN
IN,DEARBORN COUNTY
IN,DECATUR
IN,DECATUR COUNTY
IN,DEKALB
IN,DEKALB COUNTY
IN,DELAWARE
IN,DELAWARE COUNTY
IN,DUBOIS
IN,DUBOIS COUNTY
IN,ELKHART
IN,ELKHART COUNTY
IN,FAYETTE
IN,FAYETTE COUNTY
IN,FLOYD
IN,FLOYD COUNTY
IN,FOUNTAIN
IN,FOUNTAIN COUNTY
IN,FRANKLIN
IN,FRANKLIN COUNTY
IN,FULTON
IN,FULTON COUNTY
IN,GIBSON
IN,GIBSON COUNTY
IN,GRANT
IN,GRANT COUNTY
IN,GREENE
IN,GREENE COUNTY
IN,HAMILTON
IN,HAMILTON COUNTY
IN,HANCOCK
IN,HANCOCK COUNTY
IN,HARRIS
IN,HARRISON
IN,HARRISON COUNTY
IN,HENDRICKS
IN,HENDRICKS COUNTY
IN,HENRY
IN,HENRY COUNTY
IN,HOWARD
IN,HOWARD COUNTY
IN,HUNTINGTON
IN,HUNTINGTON COUNTY
IN,JACKSON
IN,JACKSON COUNTY
IN,JASPER
IN,JASPER COUNTY
IN,JAY
IN,JAY COUNTY
IN,JEFFERSON
IN,JEFFERSON COUNTY
IN,JENNINGS
IN,JENNINGS COUNTY
IN,JOHNSON
IN,JOHNSON COUNTY
IN,KNOX
IN,KOSCIUSKO
IN,KOSCIUSKO COUNTY
IN,LA GRANGE
IN,LA PORTE
IN,LAGRANGE
IN,LAGRANGE COUNTY
IN,LAKE
IN,LAKE COUNTY
IN,LAPORTE
IN,LAPORTE COUNTY
IN,LAWRENCE
IN,LAWRENCE COUNTY
IN,MADISON
IN,MADISON COUNTY
IN,MARION
IN,MARION COUNTY
IN,MARSHALL
IN,MARSHALL COUNTY
IN,MARTIN
IN,MARTIN COUNTY
IN,MERCER
IN,MIAMI
IN,MIAMI COUNTY
IN,MILWAUKEE
IN,MONROE
IN,MONROE COUNTY
IN,MONTGOMERY
IN,MONTGOMERY COUNTY
IN,MORGAN
IN,MORGAN COUNTY
IN,NEWTON
IN,NEWTON COUNTY
IN,NOBLE
IN,NOBLE COUNTY
IN,NOT DETERMINED
IN,OHIO
IN,OHIO COUNTY
IN,ORANGE
IN,ORANGE COUNTY
IN,OUT-OF-STATE
IN,OWEN
IN,OWEN COUNTY
IN,PARKE
IN,PARKE COUNTY
IN,PERRY
IN,PERRY COUNTY
IN,PIKE
IN,PIKE COUNTY
IN,PORTABLE SOURCE
IN,PORTER
IN,PORTER COUNTY
IN,POSEY
IN,POSEY COUNTY
IN,PULASKI
IN,PULASKI COUNTY
IN,PUTNAM
IN,PUTNAM COUNTY
IN,RANDOLPH
IN,RANDOLPH COUNTY
IN,RIPLEY
IN,RIPLEY COUNTY
IN,RUSH
IN,RUSH COUNTY
IN,SAINT JOSEPH
IN,SCOTT
IN,SCOTT COUNTY
IN,SHELBY
IN,SHELBY COUNTY
IN,SPENCER
IN,SPENCER COUNTY
IN,ST JOSEPH
IN,ST. JOSEPH
IN,ST. JOSEPH COUNTY
IN,STARKE
IN,STARKE COUNTY
IN,STATEWIDE
IN,STEUBEN
IN,STEUBEN COUNTY
IN,SULLIVAN
IN,SULLIVAN COUNTY
IN,SWITZERLAND
IN,SWITZERLAND COUNTY
IN,TIPPECANOE
IN,TIPPECANOE COUNTY
IN,TIPTON
IN,TIPTON COUNTY
IN,UNDETERMINED
IN,UNION
IN,UNION COUNTY
IN,VANDERBURG
IN,VANDERBURGH
IN,VANDERBURGH COUNTY
IN,VERMILLION
IN,VERMILLION COUNTY
IN,VIGO
IN,VIGO COUNTY
IN,WABASH
IN,WABASH COUNTY
IN,WARREN
IN,WARREN COUNTY
IN,WARRICK
IN,WARRICK COUNTY
IN,WASHINGTON
IN,WASHINGTON COUNTY
IN,WAYNE
IN,WAYNE COUNTY
IN,WELLS
IN,WELLS COUNTY
IN,WHITE
IN,WHITE COUNTY
IN,WHITLEY
IN,WHITLEY COUNTY
KS,ALLEN
KS,ALLEN COUNTY
KS,ANDERSON
KS,ANDERSON COUNTY
KS,ATCHISON
KS,ATCHISON COUNTY
KS,AUGLAIZE
KS,BARBER
KS,BARBER COUNTY
KS,BARTON
KS,BARTON COUNTY
KS,BEAUFORT
KS,BENTON COUNTY
KS,BOONE
KS,BOURBON
KS,BOURBON COUNTY
KS,BROWN
KS,BROWN COUNTY
KS,BUTLER
KS,BUTLER COUNTY
KS,CARROLL
KS,CHASE
KS,CHASE COUNTY
KS,CHAUTAUQUA
KS,CHAUTAUQUA COUNTY
KS,CHEROKEE
KS,CHEROKEE COUNTY
KS,CHEYENNE
KS,CHEYENNE COUNTY
KS,CLARK
KS,CLARK COUNTY
KS,CLAY
KS,CLAY COUNTY
KS,CLINTON
KS,CLINTON COUNTY
KS,CLOUD
KS,CLOUD COUNTY
KS,COFFEY
KS,COFFEY COUNTY
KS,COMANCHE
KS,COMANCHE COUNTY
KS,COOK
KS,COWLEY
KS,COWLEY COUNTY
KS,CRAWFORD
KS,CRAWFORD COUNTY
KS,DARLINGTON
KS,DECATUR
KS,DECATUR COUNTY
KS,DENVER
KS,DICKINSON
KS,DICKINSON COUNTY
KS,DONIPHAN
KS,DONIPHAN COUNTY
KS,DONIPHAS
KS,DOUGLAS
KS,DOUGLAS COUNTY
KS,EDWARDS
KS,EDWARDS COUNTY
KS,ELK
KS,ELK COUNTY
KS,ELLIS
KS,ELLIS COUNTY
KS,ELLSWORTH
KS,ELLSWORTH COUNTY
KS,ESSEX
KS,FINNEY
KS,FINNEY COUNTY
KS,FORD
KS,FORD COUNTY
KS,FRANKLIN
KS,FRANKLIN COUNTY
KS,GEARY
KS,GEARY COUNTY
KS,GOVE
KS,GOVE COUNTY
KS,GRAHAM
KS,GRAHAM COUNTY
KS,GRANT
KS,GRANT COUNTY
KS,GRAY
KS,GRAY COUNTY
KS,GREELEY
KS,GREELEY COUNTY
KS,GREENWOOD
KS,GREENWOOD COUNTY
KS,HAMILTON
KS,HAMILTON COUNTY
KS,HARPER
KS,HARPER COUNTY
KS,HARRIS
KS,HARVEY
KS,HARVEY COUNTY
KS,HASKELL
KS,HASKELL COUNTY
KS,HENNEPIN COUNTY
KS,HODGEMAN
KS,HODGEMAN COUNTY
KS,JACKSON
KS,JACKSON COUNTY
KS,JEFFERSON
KS,JEFFERSON COUNTY
KS,JEWELL
KS,JEWELL COUNTY
KS,JOHNSON
KS,JOHNSON COUNTY
KS,KAY
KS,KEARNEY
KS,KEARNY
KS,KEARNY COUNTY
KS,KENT
KS,KINGMAN
KS,KINGMAN COUNTY
KS,KIOWA
KS,KIOWA COUNTY
KS,KS
KS,LABETTE
KS,LABETTE COUNTY
KS,LANE
KS,LANE COUNTY
KS,LEAVENWORTH
KS,LEAVENWORTH COUNTY
KS,LINCOLN
KS,LINCOLN COUNTY
KS,LINN
KS,LINN COUNTY
KS,LOGAN
KS,LOGAN COUNTY
KS,LYON
KS,LYON COUNTY
KS,MARION
KS,MARION COUNTY
KS,MARSHALL
KS,MARSHALL COUNTY
KS,MC PHERSON
KS,MCPHERSON
KS,MCPHERSON COUNTY
KS,MEADE
KS,MEADE COUNTY
KS,MIAMI
KS,MIAMI COUNTY
KS,MITCHELL
KS,MITCHELL COUNTY
KS,MONTGOMERY
KS,MONTGOMERY COUNTY
KS,MORRIS
KS,MORRIS COUNTY
KS,MORTON
KS,MORTON COUNTY
KS,MULTNOMAH
KS,NEMAHA
KS,NEMAHA COUNTY
KS,NEOSHO
KS,NEOSHO COUNTY
KS,NESS
KS,NESS COUNTY
KS,NORTON
KS,NORTON COUNTY
KS,OSAGE
KS,OSAGE COUNTY
KS,OSBORNE
KS,OSBORNE COUNTY
KS,OTTAWA
KS,OTTAWA COUNTY
KS,PAWNEE
KS,PAWNEE COUNTY
KS,PHILLIPS
KS,PHILLIPS COUNTY
KS,PLATTE COUNTY
KS,PORTABLE SOURCE
KS,POTTAWATOMIE
KS,POTTAWATOMIE COUNTY
KS,PRATT
KS,PRATT COUNTY
KS,RAWLINS
KS,RAWLINS COUNTY
KS,RENO
KS,RENO COUNTY
KS,REPUBLIC
KS,REPUBLIC COUNTY
KS,RICE
KS,RICE COUNTY
KS,RILEY
KS,RILEY COUNTY
KS,ROOKS
KS,ROOKS COUNTY
KS,RUSH
KS,RUSH COUNTY
KS,RUSSELL
KS,RUSSELL COUNTY
KS,SALINE
KS,SALINE COUNTY
KS,SARPY
KS,SCOTT
KS,SCOTT COUNTY
KS,SEDGWICK
KS,SEDGWICK COUNTY
KS,SEWARD
KS,SEWARD COUNTY
KS,SHAWNEE
KS,SHAWNEE COUNTY
KS,SHERIDAN
KS,SHERIDAN COUNTY
KS,SHERMAN
KS,SHERMAN COUNTY
KS,SMITH
KS,SMITH COUNTY
KS,STAFFORD
KS,STAFFORD COUNTY
KS,STANTON
KS,STANTON COUNTY
KS,STEVENS
KS,STEVENS COUNTY
KS,SUMNER
KS,SUMNER COUNTY
KS,SUSSEX
KS,THOMAS
KS,THOMAS COUNTY
KS,TREGO
KS,TREGO COUNTY
KS,WABAUNSEE
KS,WABAUNSEE COUNTY
KS,WALLACE
KS,WALLACE COUNTY
KS,WASHINGTON
KS,WASHINGTON COUNTY
KS,WICHITA
KS,WICHITA COUNTY
KS,WILLIAMSON
KS,WILSON
KS,WILSON COUNTY
KS,WOODSON
KS,WOODSON COUNTY
KS,WYANDOTTE
KS,WYANDOTTE COUNTY
KY,ADAIR
KY,ADAIR COUNTY
KY,ALLEN
KY,ANDERSON
KY,ANDERSON COUNTY
KY,BALLARD
KY,BALLARD COUNTY
KY,BARREN
KY,BATH
KY,BELL
KY,BOONE
KY,BOONE COUNTY
KY,BOURBON
KY,BOURBON COUNTY
KY,BOYD
KY,BOYD COUNTY
KY,BOYLE
KY,BOYLE COUNTY
KY,BRACKEN
KY,BREATHITT
KY,BRECKINRIDGE
KY,BUCHANAN COUNTY
KY,BULLITT
KY,BULLITT COUNTY
KY,BUTLER
KY,CALDWELL
KY,CALLOWAY
KY,CAMPBELL
KY,CAMPBELL COUNTY
KY,CARLISLE
KY,CARROLL
KY,CARROLL COUNTY
KY,CARTER
KY,CARTER COUNTY
KY,CASEY
KY,CASEY COUNTY
KY,CHRISTIAN
KY,CHRISTIAN COUNTY
KY,CLARK
