,FAC_STATE,FAC_COUNTY,County
1728,IL,MCDONOUGH,MCDONOUGH
1729,IL,MCDONOUGH COUNTY,MCDONOUGH
1730,IL,MCDOWELL,MCDOWELL
1731,IL,MCHENRY,MCHENRY
1732,IL,MCHENRY COUNTY,MCHENRY
1733,IL,MCLEAN,MCLEAN
1734,IL,MCLEAN COUNTY,MCLEAN
1735,IL,MENARD,MENARD
1736,IL,MENARD COUNTY,MENARD
1737,IL,MERCER,MERCER
1738,IL,MERCER COUNTY,MERCER
1739,IL,MILWAUKEE ,MILWAUKEE
1740,IL,MONROE,MONROE
1741,IL,MONROE COUNTY,MONROE
1742,IL,MONTGOMERY,MONTGOMERY
1743,IL,MONTGOMERY COUNTY,MONTGOMERY
1744,IL,MORGAN,MORGAN
1745,IL,MORGAN COUNTY,MORGAN
1746,IL,MOULTRIE,MOULTRIE
1747,IL,MOULTRIE COUNTY,MOULTRIE
1748,IL,OGLE,OGLE
1749,IL,OGLE COUNTY,OGLE
1750,IL,OUT-OF-STATE,OUT-OF-STATE
1751,IL,PEORIA,PEORIA
1752,IL,PEORIA COUNTY,PEORIA
1753,IL,PERRY,PERRY
1754,IL,PERRY COUNTY,PERRY
1755,IL,PIATT,PIATT
1756,IL,PIATT COUNTY,PIATT
1757,IL,PIKE,PIKE
1758,IL,PIKE COUNTY,PIKE
1759,IL,POPE,POPE
1760,IL,POPE COUNTY,POPE
1761,IL,PULASKI,PULASKI
1762,IL,PULASKI COUNTY,PULASKI
1763,IL,PUTNAM,PUTNAM
1764,IL,PUTNAM COUNTY,PUTNAM
1765,IL,RANDOLPH,RANDOLPH
1766,IL,RANDOLPH COUNTY,RANDOLPH
1767,IL,RICHLAND,RICHLAND
1768,IL,RICHLAND COUNTY,RICHLAND
1769,IL,ROCK ISLAND,ROCK ISLAND
1770,IL,ROCK ISLAND COUNTY,ROCK ISLAND
1771,IL,SAINT CLAIR,SAINT CLAIR
1772,IL,SALINE,SALINE
1773,IL,SALINE COUNTY,SALINE
1774,IL,SANGAMON,SANGAMON
1775,IL,SANGAMON COUNTY,SANGAMON
1776,IL,SCHUYLER,SCHUYLER
1777,IL,SCHUYLER COUNTY,SCHUYLER
1778,IL,SCOTT,SCOTT
1779,IL,SCOTT COUNTY,SCOTT
1780,IL,SHEBOYGAN,SHEBOYGAN
1781,IL,SHELBY,SHELBY
1782,IL,SHELBY COUNTY,SHELBY
1783,IL,ST CLAIR,ST CLAIR
1784,IL,ST CLAIR COUNTY,ST CLAIR
1785,IL,ST. CLAIR,ST. CLAIR
1786,IL,ST. CLAIR COUNTY,ST. CLAIR
1787,IL,STARK,STARK
1788,IL,STARK COUNTY,STARK
1789,IL,STEPHENSON,STEPHENSON
1790,IL,STEPHENSON COUNTY,STEPHENSON
1791,IL,TAZEWELL,TAZEWELL
1792,IL,TAZEWELL COUNTY,TAZEWELL
1793,IL,UNION,UNION
1794,IL,UNION COUNTY,UNION
1795,IL,UNKNOWN,UNKNOWN
1796,IL,VERMILION,VERMILION
1797,IL,VERMILION COUNTY,VERMILION
1798,IL,VERMILLION,VERMILLION
1799,IL,WABASH,WABASH
1800,IL,WABASH COUNTY,WABASH
1801,IL,WARREN,WARREN
1802,IL,WARREN COUNTY,WARREN
1803,IL,WASHINGTON,WASHINGTON
1804,IL,WASHINGTON COUNTY,WASHINGTON
1805,IL,WASHTENAW COUNTY,WASHTENAW
1806,IL,WAYNE,WAYNE
1807,IL,WAYNE COUNTY,WAYNE
1808,IL,WHITE,WHITE
1809,IL,WHITE COUNTY,WHITE
1810,IL,WHITESIDE,WHITESIDE
1811,IL,WHITESIDE COUNTY,WHITESIDE
1812,IL,WILL,WILL
1813,IL,WILL COUNTY,WILL
1814,IL,WILLIAMSON,WILLIAMSON
1815,IL,WILLIAMSON COUNTY,WILLIAMSON
1816,IL,WINNEBAGO,WINNEBAGO
1817,IL,WINNEBAGO COUNTY,WINNEBAGO
1818,IL,WOODFORD,WOODFORD
1819,IL,WOODFORD COUNTY,WOODFORD
1820,IL,WYANDOTTE,WYANDOTTE
1821,IN,ADAMS,ADAMS
1822,IN,ADAMS COUNTY,ADAMS
1823,IN,ALLEN,ALLEN
1824,IN,ALLEN COUNTY,ALLEN
1825,IN,BARTHOLOMEW,BARTHOLOMEW
1826,IN,BARTHOLOMEW COUNTY,BARTHOLOMEW
1827,IN,BENTON,BENTON
1828,IN,BENTON COUNTY,BENTON
1829,IN,BLACKFORD,BLACKFORD
1830,IN,BLACKFORD COUNTY,BLACKFORD
1831,IN,BOONE,BOONE
1832,IN,BOONE COUNTY,BOONE
1833,IN,BROWN,BROWN
1834,IN,CARROLL,CARROLL
1835,IN,CARROLL COUNTY,CARROLL
1836,IN,CASS,CASS
1837,IN,CASS COUNTY,CASS
1838,IN,CHAMPAIGN,CHAMPAIGN
1839,IN,CLARK,CLARK
1840,IN,CLARK COUNTY,CLARK
1841,IN,CLAY,CLAY
1842,IN,CLAY COUNTY,CLAY
1843,IN,CLINTON,CLINTON
1844,IN,CLINTON COUNTY,CLINTON
1845,IN,CRAWFORD,CRAWFORD
1846,IN,CRAWFORD COUNTY,CRAWFORD
1847,IN,DAVIESS,DAVIESS
1848,IN,DAVIESS COUNTY,DAVIESS
1849,IN,DE KALB,DE KALB
1850,IN,DEARBORN,DEARBORN
1851,IN,DEARBORN COUNTY,DEARBORN
1852,IN,DECATUR,DECATUR
1853,IN,DECATUR COUNTY,DECATUR
1854,IN,DEKALB,DEKALB
1855,IN,DEKALB COUNTY,DEKALB
1856,IN,DELAWARE,DELAWARE
1857,IN,DELAWARE COUNTY,DELAWARE
1858,IN,DUBOIS,DUBOIS
1859,IN,DUBOIS COUNTY,DUBOIS
1860,IN,ELKHART,ELKHART
1861,IN,ELKHART COUNTY,ELKHART
1862,IN,FAYETTE,FAYETTE
1863,IN,FAYETTE COUNTY,FAYETTE
1864,IN,FLOYD,FLOYD
1865,IN,FLOYD COUNTY,FLOYD
1866,IN,FOUNTAIN,FOUNTAIN
1867,IN,FOUNTAIN COUNTY,FOUNTAIN
1868,IN,FRANKLIN,FRANKLIN
1869,IN,FRANKLIN COUNTY,FRANKLIN
1870,IN,FULTON,FULTON
1871,IN,FULTON COUNTY,FULTON
1872,IN,GIBSON,GIBSON
1873,IN,GIBSON COUNTY,GIBSON
1874,IN,GRANT,GRANT
1875,IN,GRANT COUNTY,GRANT
1876,IN,GREENE,GREENE
1877,IN,GREENE COUNTY,GREENE
1878,IN,HAMILTON,HAMILTON
1879,IN,HAMILTON COUNTY,HAMILTON
1880,IN,HANCOCK,HANCOCK
1881,IN,HANCOCK COUNTY,HANCOCK
1882,IN,HARRIS,HARRIS
1883,IN,HARRISON,HARRISON
1884,IN,HARRISON COUNTY,HARRISON
1885,IN,HENDRICKS,HENDRICKS
1886,IN,HENDRICKS COUNTY,HENDRICKS
1887,IN,HENRY,HENRY
1888,IN,HENRY COUNTY,HENRY
1889,IN,HOWARD,HOWARD
1890,IN,HOWARD COUNTY,HOWARD
1891,IN,HUNTINGTON,HUNTINGTON
1892,IN,HUNTINGTON COUNTY,HUNTINGTON
1893,IN,JACKSON,JACKSON
1894,IN,JACKSON COUNTY,JACKSON
1895,IN,JASPER,JASPER
1896,IN,JASPER COUNTY,JASPER
1897,IN,JAY,JAY
1898,IN,JAY COUNTY,JAY
1899,IN,JEFFERSON,JEFFERSON
1900,IN,JEFFERSON COUNTY,JEFFERSON
1901,IN,JENNINGS,JENNINGS
1902,IN,JENNINGS COUNTY,JENNINGS
1903,IN,JOHNSON,JOHNSON
1904,IN,JOHNSON COUNTY,JOHNSON
1905,IN,KNOX,KNOX
1906,IN,KOSCIUSKO,KOSCIUSKO
1907,IN,KOSCIUSKO COUNTY,KOSCIUSKO
1908,IN,LA GRANGE,LA GRANGE
1909,IN,LA PORTE,LA PORTE
1910,IN,LAGRANGE,LAGRANGE
1911,IN,LAGRANGE COUNTY,LAGRANGE
1912,IN,LAKE,LAKE
1913,IN,LAKE COUNTY,LAKE
1914,IN,LAPORTE,LAPORTE
1915,IN,LAPORTE COUNTY,LAPORTE
1916,IN,LAWRENCE,LAWRENCE
1917,IN,LAWRENCE COUNTY,LAWRENCE
1918,IN,MADISON,MADISON
1919,IN,MADISON COUNTY,MADISON
1920,IN,MARION,MARION
1921,IN,MARION COUNTY,MARION
1922,IN,MARSHALL,MARSHALL
1923,IN,MARSHALL COUNTY,MARSHALL
1924,IN,MARTIN,MARTIN
1925,IN,MARTIN COUNTY,MARTIN
1926,IN,MERCER,MERCER
1927,IN,MIAMI,MIAMI
1928,IN,MIAMI COUNTY,MIAMI
1929,IN,MILWAUKEE,MILWAUKEE
1930,IN,MONROE,MONROE
1931,IN,MONROE COUNTY,MONROE
1932,IN,MONTGOMERY,MONTGOMERY
1933,IN,MONTGOMERY COUNTY,MONTGOMERY
1934,IN,MORGAN,MORGAN
1935,IN,MORGAN COUNTY,MORGAN
1936,IN,NEWTON,NEWTON
1937,IN,NEWTON COUNTY,NEWTON
1938,IN,NOBLE,NOBLE
1939,IN,NOBLE COUNTY,NOBLE
1940,IN,NOT DETERMINED,NOT DETERMINED
1941,IN,OHIO,OHIO
1942,IN,OHIO COUNTY,OHIO
1943,IN,ORANGE,ORANGE
1944,IN,ORANGE COUNTY,ORANGE
1945,IN,OUT-OF-STATE,OUT-OF-STATE
1946,IN,OWEN,OWEN
1947,IN,OWEN COUNTY,OWEN
1948,IN,PARKE,PARKE
1949,IN,PARKE COUNTY,PARKE
1950,IN,PERRY,PERRY
1951,IN,PERRY COUNTY,PERRY
1952,IN,PIKE,PIKE
1953,IN,PIKE COUNTY,PIKE
1954,IN,PORTABLE SOURCE,PORTABLE SOURCE
1955,IN,PORTER,PORTER
1956,IN,PORTER COUNTY,PORTER
1957,IN,POSEY,POSEY
1958,IN,POSEY COUNTY,POSEY
1959,IN,PULASKI,PULASKI
1960,IN,PULASKI COUNTY,PULASKI
1961,IN,PUTNAM,PUTNAM
1962,IN,PUTNAM COUNTY,PUTNAM
1963,IN,RANDOLPH,RANDOLPH
1964,IN,RANDOLPH COUNTY,RANDOLPH
1965,IN,RIPLEY,RIPLEY
1966,IN,RIPLEY COUNTY,RIPLEY
1967,IN,RUSH,RUSH
1968,IN,RUSH COUNTY,RUSH
1969,IN,SAINT JOSEPH,SAINT JOSEPH
1970,IN,SCOTT,SCOTT
1971,IN,SCOTT COUNTY,SCOTT
1972,IN,SHELBY,SHELBY
1973,IN,SHELBY COUNTY,SHELBY
1974,IN,SPENCER,SPENCER
1975,IN,SPENCER COUNTY,SPENCER
1976,IN,ST JOSEPH,ST JOSEPH
1977,IN,ST. JOSEPH,ST. JOSEPH
1978,IN,ST. JOSEPH COUNTY,ST. JOSEPH
1979,IN,STARKE,STARKE
1980,IN,STARKE COUNTY,STARKE
1981,IN,STATEWIDE,STATEWIDE
1982,IN,STEUBEN,STEUBEN
1983,IN,STEUBEN COUNTY,STEUBEN
1984,IN,SULLIVAN,SULLIVAN
1985,IN,SULLIVAN COUNTY,SULLIVAN
1986,IN,SWITZERLAND,SWITZERLAND
1987,IN,SWITZERLAND COUNTY,SWITZERLAND
1988,IN,TIPPECANOE,TIPPECANOE
1989,IN,TIPPECANOE COUNTY,TIPPECANOE
1990,IN,TIPTON,TIPTON
1991,IN,TIPTON COUNTY,TIPTON
1992,IN,UNDETERMINED,UNDETERMINED
1993,IN,UNION,UNION
1994,IN,UNION COUNTY,UNION
1995,IN,VANDERBURG,VANDERBURG
1996,IN,VANDERBURGH,VANDERBURGH
1997,IN,VANDERBURGH COUNTY,VANDERBURGH
1998,IN,VERMILLION,VERMILLION
1999,IN,VERMILLION COUNTY,VERMILLION
2000,IN,VIGO,VIGO
2001,IN,VIGO COUNTY,VIGO
2002,IN,WABASH,WABASH
2003,IN,WABASH COUNTY,WABASH
2004,IN,WARREN,WARREN
2005,IN,WARREN COUNTY,WARREN
2006,IN,WARRICK,WARRICK
2007,IN,WARRICK COUNTY,WARRICK
2008,IN,WASHINGTON,WASHINGTON
2009,IN,WASHINGTON COUNTY,WASHINGTON
2010,IN,WAYNE,WAYNE
2011,IN,WAYNE COUNTY,WAYNE
2012,IN,WELLS,WELLS
2013,IN,WELLS COUNTY,WELLS
2014,IN,WHITE,WHITE
2015,IN,WHITE COUNTY,WHITE
2016,IN,WHITLEY,WHITLEY
2017,IN,WHITLEY COUNTY,WHITLEY
2018,KS,ALLEN,ALLEN
2019,KS,ALLEN COUNTY,ALLEN
2020,KS,ANDERSON,ANDERSON
2021,KS,ANDERSON COUNTY,ANDERSON
2022,KS,ATCHISON,ATCHISON
2023,KS,ATCHISON COUNTY,ATCHISON
2024,KS,AUGLAIZE,AUGLAIZE
2025,KS,BARBER,BARBER
2026,KS,BARBER COUNTY,BARBER
2027,KS,BARTON,BARTON
2028,KS,BARTON COUNTY,BARTON
2029,KS,BEAUFORT,BEAUFORT
2030,KS,BENTON COUNTY,BENTON
2031,KS,BOONE,BOONE
2032,KS,BOURBON,BOURBON
2033,KS,BOURBON COUNTY,BOURBON
2034,KS,BROWN,BROWN
2035,KS,BROWN COUNTY,BROWN
2036,KS,BUTLER,BUTLER
2037,KS,BUTLER COUNTY,BUTLER
2038,KS,CARROLL,CARROLL
2039,KS,CHASE,CHASE
2040,KS,CHASE COUNTY,CHASE
2041,KS,CHAUTAUQUA,CHAUTAUQUA
2042,KS,CHAUTAUQUA COUNTY,CHAUTAUQUA
2043,KS,CHEROKEE,CHEROKEE
2044,KS,CHEROKEE COUNTY,CHEROKEE
2045,KS,CHEYENNE,CHEYENNE
2046,KS,CHEYENNE COUNTY,CHEYENNE
2047,KS,CLARK,CLARK
2048,KS,CLARK COUNTY,CLARK
2049,KS,CLAY,CLAY
2050,KS,CLAY COUNTY,CLAY
2051,KS,CLINTON,CLINTON
2052,KS,CLINTON COUNTY,CLINTON
2053,KS,CLOUD,CLOUD
2054,KS,CLOUD COUNTY,CLOUD
2055,KS,COFFEY,COFFEY
2056,KS,COFFEY COUNTY,COFFEY
2057,KS,COMANCHE,COMANCHE
2058,KS,COMANCHE COUNTY,COMANCHE
2059,KS,COOK,COOK
2060,KS,COWLEY,COWLEY
2061,KS,COWLEY COUNTY,COWLEY
2062,KS,CRAWFORD,CRAWFORD
2063,KS,CRAWFORD COUNTY,CRAWFORD
2064,KS,DARLINGTON,DARLINGTON
2065,KS,DECATUR,DECATUR
2066,KS,DECATUR COUNTY,DECATUR
2067,KS,DENVER,DENVER
2068,KS,DICKINSON,DICKINSON
2069,KS,DICKINSON COUNTY,DICKINSON
2070,KS,DONIPHAN,DONIPHAN
2071,KS,DONIPHAN COUNTY,DONIPHAN
2072,KS,DONIPHAS,DONIPHAS
2073,KS,DOUGLAS,DOUGLAS
2074,KS,DOUGLAS COUNTY,DOUGLAS
2075,KS,EDWARDS,EDWARDS
2076,KS,EDWARDS COUNTY,EDWARDS
2077,KS,ELK,ELK
2078,KS,ELK COUNTY,ELK
2079,KS,ELLIS,ELLIS
2080,KS,ELLIS COUNTY,ELLIS
2081,KS,ELLSWORTH,ELLSWORTH
2082,KS,ELLSWORTH COUNTY,ELLSWORTH
2083,KS,ESSEX,ESSEX
2084,KS,FINNEY,FINNEY
2085,KS,FINNEY COUNTY,FINNEY
2086,KS,FORD,FORD
2087,KS,FORD COUNTY,FORD
2088,KS,FRANKLIN,FRANKLIN
2089,KS,FRANKLIN COUNTY,FRANKLIN
2090,KS,GEARY,GEARY
2091,KS,GEARY COUNTY,GEARY
2092,KS,GOVE,GOVE
2093,KS,GOVE COUNTY,GOVE
2094,KS,GRAHAM,GRAHAM
2095,KS,GRAHAM COUNTY,GRAHAM
2096,KS,GRANT,GRANT
2097,KS,GRANT COUNTY,GRANT
2098,KS,GRAY,GRAY
2099,KS,GRAY COUNTY,GRAY
2100,KS,GREELEY,GREELEY
2101,KS,GREELEY COUNTY,GREELEY
2102,KS,GREENWOOD,GREENWOOD
2103,KS,GREENWOOD COUNTY,GREENWOOD
2104,KS,HAMILTON,HAMILTON
2105,KS,HAMILTON COUNTY,HAMILTON
2106,KS,HARPER,HARPER
2107,KS,HARPER COUNTY,HARPER
2108,KS,HARRIS,HARRIS
2109,KS,HARVEY,HARVEY
2110,KS,HARVEY COUNTY,HARVEY
2111,KS,HASKELL,HASKELL
2112,KS,HASKELL COUNTY,HASKELL
2113,KS,HENNEPIN COUNTY,HENNEPIN
2114,KS,HODGEMAN,HODGEMAN
2115,KS,HODGEMAN COUNTY,HODGEMAN
2116,KS,JACKSON,JACKSON
2117,KS,JACKSON COUNTY,JACKSON
2118,KS,JEFFERSON,JEFFERSON
2119,KS,JEFFERSON COUNTY,JEFFERSON
2120,KS,JEWELL,JEWELL
2121,KS,JEWELL COUNTY,JEWELL
2122,KS,JOHNSON,JOHNSON
2123,KS,JOHNSON COUNTY,JOHNSON
2124,KS,KAY,KAY
2125,KS,KEARNEY,KEARNEY
2126,KS,KEARNY,KEARNY
2127,KS,KEARNY COUNTY,KEARNY
2128,KS,KENT,KENT
2129,KS,KINGMAN,KINGMAN
2130,KS,KINGMAN COUNTY,KINGMAN
2131,KS,KIOWA,KIOWA
2132,KS,KIOWA COUNTY,KIOWA
2133,KS,KS,KS
2134,KS,LABETTE,LABETTE
2135,KS,LABETTE COUNTY,LABETTE
2136,KS,LANE,LANE
2137,KS,LANE COUNTY,LANE
2138,KS,LEAVENWORTH,LEAVENWORTH
2139,KS,LEAVENWORTH COUNTY,LEAVENWORTH
2140,KS,LINCOLN,LINCOLN
2141,KS,LINCOLN COUNTY,LINCOLN
2142,KS,LINN,LINN
2143,KS,LINN COUNTY,LINN
2144,KS,LOGAN,LOGAN
2145,KS,LOGAN COUNTY,LOGAN
2146,KS,LYON,LYON
2147,KS,LYON COUNTY,LYON
2148,KS,MARION,MARION
2149,KS,MARION COUNTY,MARION
2150,KS,MARSHALL,MARSHALL
2151,KS,MARSHALL COUNTY,MARSHALL
2152,KS,MC PHERSON,MC PHERSON
2153,KS,MCPHERSON,MCPHERSON
2154,KS,MCPHERSON COUNTY,MCPHERSON
2155,KS,MEADE,MEADE
2156,KS,MEADE COUNTY,MEADE
2157,KS,MIAMI,MIAMI
2158,KS,MIAMI COUNTY,MIAMI
2159,KS,MITCHELL,MITCHELL
2160,KS,MITCHELL COUNTY,MITCHELL
2161,KS,MONTGOMERY,MONTGOMERY
2162,KS,MONTGOMERY COUNTY,MONTGOMERY
2163,KS,MORRIS,MORRIS
2164,KS,MORRIS COUNTY,MORRIS
2165,KS,MORTON,MORTON
2166,KS,MORTON COUNTY,MORTON
2167,KS,MULTNOMAH,MULTNOMAH
2168,KS,NEMAHA,NEMAHA
2169,KS,NEMAHA COUNTY,NEMAHA
2170,KS,NEOSHO,NEOSHO
2171,KS,NEOSHO COUNTY,NEOSHO
2172,KS,NESS,NESS
2173,KS,NESS COUNTY,NESS
2174,KS,NORTON,NORTON
2175,KS,NORTON COUNTY,NORTON
2176,KS,OSAGE,OSAGE
2177,KS,OSAGE COUNTY,OSAGE
2178,KS,OSBORNE,OSBORNE
2179,KS,OSBORNE COUNTY,OSBORNE
2180,KS,OTTAWA,OTTAWA
2181,KS,OTTAWA COUNTY,OTTAWA
2182,KS,PAWNEE,PAWNEE
2183,KS,PAWNEE COUNTY,PAWNEE
2184,KS,PHILLIPS,PHILLIPS
2185,KS,PHILLIPS COUNTY,PHILLIPS
2186,KS,PLATTE COUNTY,PLATTE
2187,KS,PORTABLE SOURCE,PORTABLE SOURCE
2188,KS,POTTAWATOMIE,POTTAWATOMIE
2189,KS,POTTAWATOMIE COUNTY,POTTAWATOMIE
2190,KS,PRATT,PRATT
2191,KS,PRATT COUNTY,PRATT
2192,KS,RAWLINS,RAWLINS
2193,KS,RAWLINS COUNTY,RAWLINS
2194,KS,RENO,RENO
2195,KS,RENO COUNTY,RENO
2196,KS,REPUBLIC,REPUBLIC
2197,KS,REPUBLIC COUNTY,REPUBLIC
2198,KS,RICE,RICE
2199,KS,RICE COUNTY,RICE
2200,KS,RILEY,RILEY
2201,KS,RILEY COUNTY,RILEY
2202,KS,ROOKS,ROOKS
2203,KS,ROOKS COUNTY,ROOKS
2204,KS,RUSH,RUSH
2205,KS,RUSH COUNTY,RUSH
2206,KS,RUSSELL,RUSSELL
2207,KS,RUSSELL COUNTY,RUSSELL
2208,KS,SALINE,SALINE
2209,KS,SALINE COUNTY,SALINE
2210,KS,SARPY,SARPY
2211,KS,SCOTT,SCOTT
2212,KS,SCOTT COUNTY,SCOTT
2213,KS,SEDGWICK,SEDGWICK
2214,KS,SEDGWICK COUNTY,SEDGWICK
2215,KS,SEWARD,SEWARD
2216,KS,SEWARD COUNTY,SEWARD
2217,KS,SHAWNEE,SHAWNEE
2218,KS,SHAWNEE COUNTY,SHAWNEE
2219,KS,SHERIDAN,SHERIDAN
2220,KS,SHERIDAN COUNTY,SHERIDAN
2221,KS,SHERMAN,SHERMAN
2222,KS,SHERMAN COUNTY,SHERMAN
2223,KS,SMITH,SMITH
2224,KS,SMITH COUNTY,SMITH
2225,KS,STAFFORD,STAFFORD
2226,KS,STAFFORD COUNTY,STAFFORD
2227,KS,STANTON,STANTON
2228,KS,STANTON COUNTY,STANTON
2229,KS,STEVENS,STEVENS
2230,KS,STEVENS COUNTY,STEVENS
2231,KS,SUMNER,SUMNER
2232,KS,SUMNER COUNTY,SUMNER
2233,KS,SUSSEX,SUSSEX
2234,KS,THOMAS,THOMAS
2235,KS,THOMAS COUNTY,THOMAS
2236,KS,TREGO,TREGO
2237,KS,TREGO COUNTY,TREGO
2238,KS,WABAUNSEE,WABAUNSEE
2239,KS,WABAUNSEE COUNTY,WABAUNSEE
2240,KS,WALLACE,WALLACE
2241,KS,WALLACE COUNTY,WALLACE
2242,KS,WASHINGTON,WASHINGTON
2243,KS,WASHINGTON COUNTY,WASHINGTON
2244,KS,WICHITA,WICHITA
2245,KS,WICHITA COUNTY,WICHITA
2246,KS,WILLIAMSON,WILLIAMSON
2247,KS,WILSON,WILSON
2248,KS,WILSON COUNTY,WILSON
2249,KS,WOODSON,WOODSON
2250,KS,WOODSON COUNTY,WOODSON
2251,KS,WYANDOTTE,WYANDOTTE
2252,KS,WYANDOTTE COUNTY,WYANDOTTE
2253,KY,ADAIR,ADAIR
2254,KY,ADAIR COUNTY,ADAIR
2255,KY,ALLEN,ALLEN
2256,KY,ANDERSON,ANDERSON
2257,KY,ANDERSON COUNTY,ANDERSON
2258,KY,BALLARD,BALLARD
2259,KY,BALLARD COUNTY,BALLARD
2260,KY,BARREN,BARREN
2261,KY,BATH,BATH
2262,KY,BELL,BELL
2263,KY,BOONE,BOONE
2264,KY,BOONE COUNTY,BOONE
2265,KY,BOURBON,BOURBON
2266,KY,BOURBON COUNTY,BOURBON
2267,KY,BOYD,BOYD
2268,KY,BOYD COUNTY,BOYD
2269,KY,BOYLE,BOYLE
2270,KY,BOYLE COUNTY,BOYLE
2271,KY,BRACKEN,BRACKEN
2272,KY,BREATHITT,BREATHITT
2273,KY,BRECKINRIDGE,BRECKINRIDGE
2274,KY,BUCHANAN COUNTY,BUCHANAN
2275,KY,BULLITT,BULLITT
2276,KY,BULLITT COUNTY,BULLITT
2277,KY,BUTLER,BUTLER
2278,KY,CALDWELL,CALDWELL
2279,KY,CALLOWAY,CALLOWAY
2280,KY,CAMPBELL,CAMPBELL
2281,KY,CAMPBELL COUNTY,CAMPBELL
2282,KY,CARLISLE,CARLISLE
2283,KY,CARROLL,CARROLL
2284,KY,CARROLL COUNTY,CARROLL
2285,KY,CARTER,CARTER
2286,KY,CARTER COUNTY,CARTER
2287,KY,CASEY,CASEY
2288,KY,CASEY COUNTY,CASEY
2289,KY,CHRISTIAN,CHRISTIAN
2290,KY,CHRISTIAN COUNTY,CHRISTIAN
2291,KY,CLARK,CLARK
2292,KY,CLARK COUNTY,CLARK
2293,KY,CLAY,CLAY
2294,KY,CLAY COUNTY,CLAY
2295,KY,CLINTON,CLINTON
2296,KY,CLINTON COUNTY,CLINTON
2297,KY,CRITTENDEN,CRITTENDEN
2298,KY,CRITTENDEN COUNTY,CRITTENDEN
2299,KY,CUMBERLAND,CUMBERLAND
2300,KY,CUMBERLAND COUNTY,CUMBERLAND
2301,KY,DAVIESS,DAVIESS
2302,KY,DAVIESS COUNTY,DAVIESS
2303,KY,DUBOIS,DUBOIS
2304,KY,EDMONSON,EDMONSON
2305,KY,EDMONSON COUNTY,EDMONSON
2306,KY,ELLIOTT,ELLIOTT
2307,KY,ELLIOTT COUNTY,ELLIOTT
2308,KY,ESTILL,ESTILL
2309,KY,FAYETTE,FAYETTE
2310,KY,FAYETTE COUNTY,FAYETTE
2311,KY,FLEMING,FLEMING
2312,KY,FLEMING COUNTY,FLEMING
2313,KY,FLOYD,FLOYD
2314,KY,FRANKLIN,FRANKLIN
2315,KY,FRANKLIN COUNTY,FRANKLIN
2316,KY,FULTON,FULTON
2317,KY,FULTON COUNTY,FULTON
2318,KY,GALLATIN,GALLATIN
2319,KY,GARRARD,GARRARD
2320,KY,GARRARD COUNTY,GARRARD
2321,KY,GRANT,GRANT
2322,KY,GRAVES,GRAVES
2323,KY,GRAVES COUNTY,GRAVES
2324,KY,GRAYSON,GRAYSON
2325,KY,GRAYSON COUNTY,GRAYSON
2326,KY,GREEN,GREEN
2327,KY,GREEN COUNTY,GREEN
2328,KY,GREENUP,GREENUP
2329,KY,GREENUP COUNTY,GREENUP
2330,KY,HANCOCK,HANCOCK
2331,KY,HARDIN,HARDIN
2332,KY,HARDIN COUNTY,HARDIN
2333,KY,HARLAN,HARLAN
2334,KY,HARRISON,HARRISON
2335,KY,HARRISON COUNTY,HARRISON
2336,KY,HART,HART
2337,KY,HART COUNTY,HART
2338,KY,HENDERSON,HENDERSON
2339,KY,HENDERSON COUNTY,HENDERSON
2340,KY,HENRY,HENRY
2341,KY,HENRY COUNTY,HENRY
2342,KY,HICKMAN,HICKMAN
2343,KY,HOPKINS,HOPKINS
2344,KY,HOPKINS COUNTY,HOPKINS
2345,KY,JACKSON,JACKSON
2346,KY,JEFFERSON,JEFFERSON
2347,KY,JEFFERSON COUNTY,JEFFERSON
2348,KY,JESSAMINE,JESSAMINE
2349,KY,JESSAMINE COUNTY,JESSAMINE
2350,KY,JOHNSON,JOHNSON
2351,KY,KANAWHA,KANAWHA
2352,KY,KENTON,KENTON
2353,KY,KENTON COUNTY,KENTON
2354,KY,KNOTT,KNOTT
2355,KY,KNOX,KNOX
2356,KY,KNOX COUNTY,KNOX
2357,KY,LARUE,LARUE
2358,KY,LAUREL,LAUREL
2359,KY,LAUREL COUNTY,LAUREL
2360,KY,LAWRENCE,LAWRENCE
2361,KY,LAWRENCE COUNTY,LAWRENCE
2362,KY,LEE,LEE
2363,KY,LEE COUNTY,LEE
2364,KY,LESLIE,LESLIE
2365,KY,LESLIE COUNTY,LESLIE
2366,KY,LETCHER,LETCHER
2367,KY,LEWIS,LEWIS
2368,KY,LINCOLN,LINCOLN
2369,KY,LIVINGSTON,LIVINGSTON
2370,KY,LOGAN,LOGAN
2371,KY,LOGAN COUNTY,LOGAN
2372,KY,LYON,LYON
2373,KY,MADISON,MADISON
2374,KY,MADISON COUNTY,MADISON
2375,KY,MAGOFFIN,MAGOFFIN
2376,KY,MAGOFFIN COUNTY,MAGOFFIN
2377,KY,MAHONING COUNTY,MAHONING
2378,KY,MARION,MARION
2379,KY,MARION COUNTY,MARION
2380,KY,MARSHALL,MARSHALL
2381,KY,MARSHALL COUNTY,MARSHALL
2382,KY,MARTIN,MARTIN
2383,KY,MASON,MASON
2384,KY,MC CRACKEN,MC CRACKEN
2385,KY,MC CREARY,MC CREARY
2386,KY,MCCRACKEN,MCCRACKEN
2387,KY,MCCRACKEN COUNTY,MCCRACKEN
